Account,Sales_Agent,Deal_Stage,Product,Created_On
Nam-zim,Darcel Schlecht,Won,GTXPro,9/23/2017
Dalttechnology,Donn Cantrell,Won,GTXBasic,7/2/2017
,Darcel Schlecht,In_Progress,GTXPro,4/20/2017
,Kami Bicknell,In_Progress,GTXBasic,1/20/2017
Silis,Zane Levy,Lost,GTXPlusBasic,8/28/2017
,Niesha Huffines,Lost,GTXPlusBasic,5/14/2017
,Darcel Schlecht,Lost,GTXBasic,9/12/2017
Singletechno,Jonathan Berthelot,Lost,GTXBasic,9/11/2017
Initech,Jonathan Berthelot,Won,GTXBasic,6/2/2017
Initech,Moses Frase,Won,GTXBasic,11/30/2017
Bioholding,Jonathan Berthelot,Lost,GTXPro,10/26/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,3/28/2017
Newex,Kary Hendrixson,Lost,GTXBasic,9/11/2017
Rundofase,Markita Hansen,Lost,GTXPlusPro,9/21/2017
Sonron,Kary Hendrixson,Won,GTXPro,9/18/2017
,Zane Levy,Lost,GTXPlusBasic,6/10/2017
Donware,Lajuana Vencill,In_Progress,GTXPlusBasic,2/3/2017
Zotware,Donn Cantrell,In_Progress,MGRPFU,1/28/2017
Massive Dynamic,Donn Cantrell,Lost,GTXBasic,9/20/2017
,Jonathan Berthelot,In_Progress,GTXBasic,9/26/2017
,James Ascencio,In_Progress,MGRPFU,3/4/2017
,Garret Kinder,In_Progress,GTXBasic,11/12/2017
,Markita Hansen,In_Progress,MGRPFS,10/1/2017
,Kami Bicknell,In_Progress,GTXPro,12/15/2017
Initech,Jonathan Berthelot,Won,GTXPro,8/25/2017
,Rosalina Dieter,In_Progress,MGRPFS,12/26/2017
Cancity,Hayden Neloms,Won,MGRPFS,5/2/2017
Kinnamplus,Anna Snelling,Won,MGRPFU,9/19/2017
,Donn Cantrell,Lost,GTXPro,3/9/2017
Stark Industries,Kary Hendrixson,Won,MGRPFS,6/5/2017
Zathunicon,Elease Gluck,Won,GTXBasic,9/16/2017
,Gladys Colclough,In_Progress,GTXPro,2/22/2017
,James Ascencio,In_Progress,GTXPlusPro,12/12/2017
Dalttechnology,Corliss Cosme,Won,GTXPro,1/2/2017
dambase,Zane Levy,Won,GTXBasic,7/5/2017
,Garret Kinder,In_Progress,GTXBasic,7/29/2017
Zencorporation,Niesha Huffines,Lost,GTXBasic,10/10/2017
Zoomit,Anna Snelling,Won,GTXPro,6/21/2017
,Kary Hendrixson,In_Progress,GTXBasic,5/31/2017
Ollivander's Wand Shop,Darcel Schlecht,Lost,GTXPro,9/20/2017
,Gladys Colclough,In_Progress,MGRPFS,11/2/2017
Labdrill,Gladys Colclough,Lost,GTXBasic,3/18/2017
,Darcel Schlecht,In_Progress,GTXBasic,5/22/2017
Ron-tech,Daniell Hammack,Won,MGRPFS,8/29/2017
Xx-holding,Maureen Marcano,Won,GTXPlusBasic,3/3/2017
,Corliss Cosme,Lost,GTXPlusPro,6/22/2017
Xx-holding,Kary Hendrixson,In_Progress,MGRPFU,3/31/2017
dambase,Kami Bicknell,Lost,MGRPFS,2/5/2017
,Zane Levy,In_Progress,GTXBasic,12/17/2017
Plusstrip,Kary Hendrixson,Won,GTXBasic,10/7/2017
Finjob,Jonathan Berthelot,Lost,GTXBasic,4/29/2017
Singletechno,Gladys Colclough,Won,GTXPlusBasic,10/7/2017
,Versie Hillebrand,Lost,MGRPFU,6/8/2017
Acme Corporation,Reed Clapper,Won,GTXBasic,12/1/2017
,Zane Levy,In_Progress,GTXPlusPro,3/30/2017
Massive Dynamic,Reed Clapper,Lost,GTXPro,10/13/2017
Newex,Kary Hendrixson,Won,GTXBasic,4/18/2017
Mathtouch,Vicki Laflamme,Won,GTXPlusBasic,8/4/2017
Streethex,Versie Hillebrand,Won,MGRPFS,7/4/2017
Newex,Violet Mclelland,Won,GTXBasic,8/8/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,9/30/2017
,Niesha Huffines,In_Progress,GTXBasic,7/29/2017
,Corliss Cosme,In_Progress,GTXPlusBasic,12/14/2017
Betasoloin,Violet Mclelland,Won,GTXBasic,7/24/2017
,Marty Freudenburg,In_Progress,GTXBasic,5/23/2017
Rantouch,Reed Clapper,Won,GTXPro,4/12/2017
,Cassey Cress,Lost,GTXPro,12/2/2017
,Violet Mclelland,In_Progress,MGRPFS,6/23/2017
Silis,Zane Levy,Won,GTXPlusBasic,2/7/2017
,Donn Cantrell,In_Progress,MGRPFU,10/7/2017
Blackzim,Corliss Cosme,Won,GTXPro,9/25/2017
,Vicki Laflamme,In_Progress,MGRPFS,8/1/2017
Silis,Darcel Schlecht,Won,GTXPro,9/6/2017
Funholding,Violet Mclelland,In_Progress,MGRPFS,10/22/2017
,Zane Levy,In_Progress,MGRPFS,12/9/2017
Cyberdyne Systems,Darcel Schlecht,Lost,GTXPro,7/11/2017
Green-Plus,Darcel Schlecht,Won,GTXPro,9/28/2017
,Kary Hendrixson,In_Progress,GTXPro,8/4/2017
Bioplex,Lajuana Vencill,Won,GTXPlusPro,4/19/2017
J-Texon,Rosalina Dieter,In_Progress,GTK500U,10/29/2017
Acme Corporation,Donn Cantrell,Lost,GTXPro,10/1/2017
Scotfind,Donn Cantrell,In_Progress,GTXPro,7/11/2017
,Boris Faz,In_Progress,GTXBasic,8/14/2017
Genco Pura Olive Oil Company,Rosie Papadopoulos,Won,MGRPFU,3/29/2017
Good Burger,Rosalina Dieter,Lost,MGRPFS,9/30/2017
The New York Inquirer,Garret Kinder,Lost,MGRPFS,7/19/2017
,Marty Freudenburg,In_Progress,GTXPlusPro,7/25/2017
,Darcel Schlecht,Lost,GTXPlusPro,8/21/2017
Initech,Jonathan Berthelot,Won,MGRPFS,8/11/2017
Donquadtech,Zane Levy,Won,MGRPFU,10/20/2017
,Wilburn Farren,In_Progress,MGRPFS,8/4/2017
Treequote,Zane Levy,Won,GTXPro,9/3/2017
Initech,Marty Freudenburg,Won,GTXPlusPro,6/3/2017
Inity,Anna Snelling,Won,GTXBasic,5/31/2017
Cyberdyne Systems,Versie Hillebrand,In_Progress,MGRPFS,6/28/2017
Bluth Company,Kami Bicknell,Won,MGRPFS,9/9/2017
,Corliss Cosme,In_Progress,GTXPlusPro,11/5/2017
Cheers,Vicki Laflamme,Won,GTXBasic,1/21/2017
,Rosie Papadopoulos,In_Progress,MGRPFS,8/4/2017
Codehow,Garret Kinder,Won,MGRPFU,6/5/2017
Warephase,Violet Mclelland,Won,MGRPFU,8/13/2017
,Anna Snelling,Lost,MGRPFS,5/9/2017
Doncon,Elease Gluck,Won,MGRPFS,3/4/2017
,Lajuana Vencill,Lost,GTXPro,8/27/2017
Finhigh,Darcel Schlecht,Won,GTXBasic,7/17/2017
,Darcel Schlecht,In_Progress,GTXPro,5/11/2017
Massive Dynamic,Violet Mclelland,Won,GTXPlusBasic,4/22/2017
,Daniell Hammack,In_Progress,GTXPro,8/29/2017
Zumgoity,Corliss Cosme,Won,GTXPro,8/21/2017
,Gladys Colclough,Lost,GTXPlusBasic,3/14/2017
Silis,Gladys Colclough,Won,GTXPlusBasic,2/14/2017
,Corliss Cosme,In_Progress,MGRPFU,6/6/2017
,Markita Hansen,Lost,GTXPro,7/11/2017
,Garret Kinder,In_Progress,GTXBasic,4/11/2017
,Corliss Cosme,In_Progress,GTXPro,11/14/2017
Condax,Kary Hendrixson,Won,GTXPro,6/6/2017
,Gladys Colclough,In_Progress,GTXPlusPro,1/6/2017
,Cassey Cress,In_Progress,GTXBasic,7/7/2017
Massive Dynamic,Violet Mclelland,Won,MGRPFS,4/6/2017
,Darcel Schlecht,In_Progress,GTXBasic,8/1/2017
Statholdings,Donn Cantrell,Won,MGRPFS,10/8/2017
Vehement Capital Partners,Kami Bicknell,Lost,GTXBasic,4/11/2017
Ron-tech,Donn Cantrell,Lost,GTXPro,5/28/2017
Silis,Kary Hendrixson,Lost,MGRPFU,6/16/2017
Stanredtax,Donn Cantrell,Lost,GTXPro,7/26/2017
Acme Corporation,Daniell Hammack,Won,GTXPlusBasic,8/30/2017
dambase,Vicki Laflamme,Won,GTXBasic,8/18/2017
Zencorporation,Darcel Schlecht,Lost,MGRPFS,7/19/2017
Sterling Cooper,Markita Hansen,Won,GTXPlusPro,1/4/2017
Dalttechnology,Reed Clapper,Lost,GTXPro,5/13/2017
,Maureen Marcano,Lost,GTXPro,11/3/2017
,Versie Hillebrand,In_Progress,MGRPFS,2/12/2017
Isdom,Maureen Marcano,Won,GTXPlusBasic,9/1/2017
,Zane Levy,In_Progress,GTXPlusBasic,6/24/2017
Newex,Boris Faz,Won,GTXPlusPro,5/2/2017
Silis,Cecily Lampkin,Won,MGRPFU,8/1/2017
dambase,Rosie Papadopoulos,In_Progress,GTXPlusPro,8/7/2017
,Violet Mclelland,In_Progress,MGRPFS,2/20/2017
,James Ascencio,In_Progress,GTXPlusBasic,6/25/2017
Gogozoom,James Ascencio,Lost,GTXPlusPro,5/9/2017
,Elease Gluck,Lost,GTXPlusBasic,3/25/2017
Wonka Industries,Corliss Cosme,In_Progress,GTXBasic,12/9/2017
Sterling Cooper,Vicki Laflamme,Won,MGRPFS,12/7/2017
Cheers,Hayden Neloms,Won,GTXPlusBasic,3/24/2017
Opentech,Donn Cantrell,Won,GTXPro,5/19/2017
dambase,Kary Hendrixson,Lost,GTXPlusBasic,3/3/2017
,Hayden Neloms,In_Progress,GTXPlusBasic,9/14/2017
,Cassey Cress,Lost,GTXPro,6/30/2017
Y-corporation,Daniell Hammack,Won,GTXPlusBasic,3/20/2017
,Moses Frase,In_Progress,MGRPFU,8/21/2017
Silis,Anna Snelling,Won,GTXBasic,4/6/2017
,Gladys Colclough,In_Progress,MGRPFS,11/9/2017
,Darcel Schlecht,Lost,MGRPFS,6/14/2017
Lexiqvolax,Jonathan Berthelot,Won,GTXBasic,8/30/2017
Inity,Lajuana Vencill,Lost,GTXPro,4/22/2017
Conecom,Marty Freudenburg,In_Progress,GTXPlusBasic,12/12/2017
,Corliss Cosme,Lost,GTXBasic,9/30/2017
,Reed Clapper,In_Progress,GTXPro,8/11/2017
Cyberdyne Systems,Anna Snelling,Lost,GTXPlusPro,6/23/2017
Streethex,Darcel Schlecht,Won,GTXPro,8/14/2017
,Elease Gluck,In_Progress,MGRPFU,7/28/2017
Goodsilron,Gladys Colclough,Won,GTXPlusBasic,6/16/2017
Isdom,Kami Bicknell,Won,GTXPlusBasic,3/21/2017
,Daniell Hammack,In_Progress,GTXPro,5/24/2017
,Corliss Cosme,In_Progress,GTXPro,2/23/2017
Hatfan,James Ascencio,Won,GTXPlusBasic,9/27/2017
,Marty Freudenburg,In_Progress,GTXPlusBasic,8/13/2017
Kan-code,Darcel Schlecht,Won,GTXPlusPro,8/21/2017
Ron-tech,Garret Kinder,Lost,GTXPlusPro,11/24/2017
Ontomedia,Reed Clapper,Won,GTXBasic,7/16/2017
Green-Plus,Marty Freudenburg,Won,GTXPlusBasic,7/20/2017
Newex,Daniell Hammack,Won,MGRPFS,8/12/2017
Scotfind,Moses Frase,Won,GTXBasic,10/17/2017
,Jonathan Berthelot,Lost,GTXPlusBasic,8/24/2017
Bluth Company,Vicki Laflamme,Won,GTXPro,10/25/2017
Plusstrip,Daniell Hammack,In_Progress,GTXBasic,12/9/2017
Sonron,Vicki Laflamme,Won,MGRPFS,5/4/2017
The New York Inquirer,Cassey Cress,Won,GTXPro,11/2/2017
Dontechi,Darcel Schlecht,Won,GTXPro,6/3/2017
Plusstrip,Kary Hendrixson,Won,GTXPlusBasic,6/12/2017
Mathtouch,Gladys Colclough,In_Progress,GTXPlusBasic,9/15/2017
Bluth Company,James Ascencio,Won,GTXPlusBasic,11/28/2017
Ganjaflex,Moses Frase,Won,GTXPlusBasic,5/12/2017
,Markita Hansen,Lost,MGRPFS,6/1/2017
Cheers,Vicki Laflamme,Won,GTXPlusBasic,4/10/2017
,Reed Clapper,In_Progress,GTXBasic,11/8/2017
,Markita Hansen,In_Progress,MGRPFU,7/31/2017
Konex,Wilburn Farren,Lost,GTXPlusBasic,4/19/2017
Umbrella Corporation,Kary Hendrixson,Won,GTXBasic,7/29/2017
Statholdings,Daniell Hammack,Won,GTXBasic,12/20/2017
,Darcel Schlecht,Lost,GTXPro,6/2/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,11/23/2017
,Violet Mclelland,Lost,GTXPlusBasic,6/5/2017
,Elease Gluck,In_Progress,GTXPlusPro,9/29/2017
Faxquote,Darcel Schlecht,Lost,GTXPro,12/18/2017
Cyberdyne Systems,Darcel Schlecht,Won,GTXPro,5/26/2017
Nam-zim,Marty Freudenburg,Won,GTXPlusBasic,7/8/2017
,Moses Frase,In_Progress,GTXPlusPro,6/6/2017
,Donn Cantrell,In_Progress,GTXBasic,7/17/2017
,Reed Clapper,Lost,GTXPlusPro,10/19/2017
Sunnamplex,Rosie Papadopoulos,Won,GTXBasic,6/16/2017
Y-corporation,Reed Clapper,Won,GTXPlusPro,10/12/2017
Plusstrip,Rosalina Dieter,Won,GTXPlusBasic,7/27/2017
Singletechno,Gladys Colclough,Won,MGRPFS,11/22/2017
,James Ascencio,In_Progress,MGRPFU,9/9/2017
Vehement Capital Partners,Corliss Cosme,In_Progress,GTXBasic,4/20/2017
Labdrill,Versie Hillebrand,Won,MGRPFU,7/28/2017
Vehement Capital Partners,Vicki Laflamme,Won,MGRPFU,6/7/2017
,Donn Cantrell,Lost,GTXPro,9/29/2017
,Darcel Schlecht,In_Progress,MGRPFS,11/26/2017
Nam-zim,Darcel Schlecht,Lost,GTXBasic,3/28/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,8/9/2017
Blackzim,Kami Bicknell,In_Progress,GTXPlusPro,10/25/2017
,Violet Mclelland,Lost,GTXPlusBasic,11/26/2017
Domzoom,Darcel Schlecht,Won,GTXPro,8/1/2017
Warephase,Reed Clapper,Won,MGRPFU,8/20/2017
,Kary Hendrixson,Lost,MGRPFU,3/21/2017
,Cassey Cress,In_Progress,MGRPFU,8/11/2017
Silis,Marty Freudenburg,Lost,GTXBasic,5/1/2017
,Violet Mclelland,In_Progress,GTXPlusPro,2/3/2017
,Violet Mclelland,Lost,MGRPFU,8/6/2017
Newex,Kami Bicknell,Won,GTXBasic,7/30/2017
,Kami Bicknell,In_Progress,GTXBasic,11/26/2017
,Elease Gluck,In_Progress,MGRPFS,8/5/2017
,Zane Levy,In_Progress,MGRPFS,9/11/2017
Silis,Jonathan Berthelot,Won,GTXBasic,8/29/2017
,Donn Cantrell,In_Progress,MGRPFU,11/6/2017
Massive Dynamic,Violet Mclelland,Won,MGRPFS,9/24/2017
Silis,Kary Hendrixson,Lost,GTXPlusBasic,12/10/2017
,Corliss Cosme,Lost,GTXPlusBasic,7/6/2017
Acme Corporation,Boris Faz,Won,GTXPlusPro,1/2/2017
Golddex,Darcel Schlecht,Won,GTXPro,7/8/2017
,Jonathan Berthelot,In_Progress,GTXBasic,12/14/2017
Stark Industries,Elease Gluck,Won,MGRPFS,3/18/2017
Streethex,Darcel Schlecht,Won,GTXBasic,8/4/2017
Wayne Enterprises,Maureen Marcano,Lost,GTXPlusPro,2/19/2017
,Jonathan Berthelot,Lost,MGRPFS,5/24/2017
Acme Corporation,Violet Mclelland,Lost,MGRPFS,5/16/2017
Codehow,Reed Clapper,Won,GTXPro,5/22/2017
Codehow,Daniell Hammack,Lost,GTXPlusBasic,2/21/2017
Newex,Rosalina Dieter,Won,MGRPFS,5/9/2017
,Boris Faz,Lost,GTXPro,6/10/2017
,Moses Frase,In_Progress,GTXPlusBasic,4/21/2017
,Darcel Schlecht,Lost,GTXPlusBasic,8/29/2017
Acme Corporation,Reed Clapper,Won,GTXPlusBasic,6/25/2017
Doncon,Vicki Laflamme,Won,MGRPFU,5/19/2017
Funholding,Corliss Cosme,Lost,MGRPFU,6/25/2017
,Garret Kinder,In_Progress,GTXBasic,11/18/2017
Krusty Krab,Vicki Laflamme,Lost,MGRPFS,7/24/2017
Cyberdyne Systems,Moses Frase,Won,MGRPFU,8/2/2017
Zoomit,Niesha Huffines,Won,GTXPlusBasic,6/16/2017
Dalttechnology,Cassey Cress,Won,GTXPlusBasic,8/23/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,11/26/2017
Green-Plus,Jonathan Berthelot,Won,GTXBasic,11/19/2017
,Darcel Schlecht,In_Progress,MGRPFS,8/21/2017
Hatfan,Gladys Colclough,In_Progress,GTXPlusBasic,12/14/2017
,Maureen Marcano,Lost,MGRPFU,8/18/2017
Golddex,Darcel Schlecht,In_Progress,GTXBasic,8/13/2017
Bubba Gump,Cassey Cress,Won,GTXBasic,6/21/2017
Doncon,Maureen Marcano,Won,MGRPFS,10/23/2017
,Donn Cantrell,Lost,GTXBasic,2/24/2017
Bioplex,Versie Hillebrand,Won,MGRPFS,3/11/2017
Blackzim,Cassey Cress,Won,GTXBasic,10/13/2017
Zotware,Kami Bicknell,Won,GTXPlusBasic,6/3/2017
Streethex,Niesha Huffines,Won,GTXPlusPro,8/26/2017
Stanredtax,Gladys Colclough,Won,GTXPro,10/14/2017
Fasehatice,Cassey Cress,Won,GTXPro,8/4/2017
,Lajuana Vencill,In_Progress,GTXPro,1/19/2017
Massive Dynamic,Corliss Cosme,Lost,GTXPlusPro,2/22/2017
,Boris Faz,In_Progress,GTXPro,3/17/2017
,Rosie Papadopoulos,In_Progress,GTXPro,6/10/2017
,Lajuana Vencill,Lost,GTXPlusBasic,12/2/2017
,Kary Hendrixson,Lost,GTXPlusBasic,6/22/2017
Dontechi,Anna Snelling,Won,GTXPlusPro,7/24/2017
Hottechi,Zane Levy,Won,GTXPro,8/12/2017
,Darcel Schlecht,In_Progress,MGRPFS,1/5/2017
,Anna Snelling,In_Progress,MGRPFS,7/26/2017
Good Burger,Anna Snelling,In_Progress,GTXPlusPro,5/13/2017
Toughzap,Vicki Laflamme,Lost,GTXPlusPro,10/26/2017
,Darcel Schlecht,Lost,GTXPlusPro,6/18/2017
Gogozoom,Markita Hansen,Won,GTXPlusPro,9/2/2017
Sumace,Lajuana Vencill,Won,MGRPFU,7/1/2017
,Donn Cantrell,In_Progress,GTXPro,1/31/2017
,Zane Levy,Lost,GTXBasic,9/22/2017
,Kami Bicknell,Lost,GTXBasic,9/14/2017
Labdrill,Jonathan Berthelot,Won,GTXBasic,7/30/2017
Donware,Elease Gluck,Won,MGRPFS,7/14/2017
,Daniell Hammack,In_Progress,GTXPro,8/13/2017
dambase,Maureen Marcano,Lost,GTXPlusBasic,1/11/2017
Domzoom,Marty Freudenburg,Won,GTXBasic,7/25/2017
Conecom,Donn Cantrell,Won,GTXPro,9/28/2017
dambase,Hayden Neloms,In_Progress,MGRPFU,4/4/2017
Sumace,Darcel Schlecht,Lost,GTXPro,5/20/2017
Green-Plus,Lajuana Vencill,Won,MGRPFS,9/12/2017
Isdom,Hayden Neloms,Won,MGRPFU,1/12/2017
,Kami Bicknell,Lost,GTXBasic,4/5/2017
Initech,Darcel Schlecht,Won,GTXPro,3/28/2017
,Daniell Hammack,In_Progress,GTXBasic,12/18/2017
Newex,Cassey Cress,Won,GTXPro,9/25/2017
,Donn Cantrell,Lost,GTXPro,8/7/2017
,Niesha Huffines,Lost,GTXBasic,11/21/2017
,Marty Freudenburg,Lost,GTXBasic,5/24/2017
dambase,Vicki Laflamme,Lost,MGRPFS,11/23/2017
Iselectrics,Markita Hansen,Won,MGRPFU,12/25/2017
Domzoom,Darcel Schlecht,Won,MGRPFS,3/10/2017
,Daniell Hammack,In_Progress,GTXPro,12/14/2017
Rundofase,Zane Levy,Won,GTXBasic,6/19/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,8/31/2017
Donware,Markita Hansen,Won,MGRPFS,11/2/2017
Rundofase,Rosalina Dieter,Won,GTXPlusBasic,2/20/2017
Inity,Cassey Cress,In_Progress,GTXBasic,8/3/2017
,Gladys Colclough,In_Progress,MGRPFS,12/11/2017
Massive Dynamic,Reed Clapper,Won,GTXBasic,6/2/2017
Ontomedia,Boris Faz,Lost,GTXPlusPro,3/4/2017
,Elease Gluck,In_Progress,GTK500U,10/8/2017
,Maureen Marcano,In_Progress,GTXBasic,12/19/2017
Bubba Gump,Corliss Cosme,Won,GTXBasic,3/13/2017
,Cassey Cress,Lost,MGRPFU,1/18/2017
,Darcel Schlecht,Lost,GTXPlusBasic,4/22/2017
Codehow,Donn Cantrell,Won,GTXBasic,7/22/2017
,Jonathan Berthelot,Lost,GTXBasic,12/13/2017
,Vicki Laflamme,In_Progress,GTXBasic,3/30/2017
,Elease Gluck,In_Progress,MGRPFU,7/19/2017
Plexzap,Corliss Cosme,In_Progress,GTXBasic,7/25/2017
,Daniell Hammack,In_Progress,GTXPlusBasic,11/8/2017
,Garret Kinder,In_Progress,GTXBasic,5/26/2017
Newex,Markita Hansen,Won,GTXPlusPro,9/6/2017
,Anna Snelling,In_Progress,MGRPFS,10/8/2017
Plusstrip,Maureen Marcano,Won,GTXPlusBasic,3/26/2017
Stanredtax,Wilburn Farren,Won,GTXPlusPro,3/17/2017
Y-corporation,James Ascencio,In_Progress,GTXPlusPro,3/20/2017
Zumgoity,Donn Cantrell,Won,GTXPlusBasic,7/28/2017
,Zane Levy,In_Progress,GTXPro,7/27/2017
Kan-code,Gladys Colclough,Lost,GTXPlusBasic,7/6/2017
Globex Corporation,Cassey Cress,Won,GTXPro,10/23/2017
Zumgoity,Reed Clapper,Won,MGRPFU,4/6/2017
Groovestreet,Anna Snelling,Won,MGRPFS,8/19/2017
Globex Corporation,Cassey Cress,Won,GTXBasic,7/2/2017
,Kary Hendrixson,Lost,GTXPlusBasic,5/8/2017
Silis,Kary Hendrixson,Won,GTXPro,5/28/2017
Isdom,Zane Levy,Won,GTXBasic,8/31/2017
Wayne Enterprises,James Ascencio,Won,MGRPFS,3/12/2017
Gekko & Co,Rosie Papadopoulos,Won,GTXBasic,8/30/2017
,Kami Bicknell,Lost,GTXPro,8/23/2017
Ganjaflex,Cassey Cress,In_Progress,GTXPro,11/30/2017
,Donn Cantrell,In_Progress,GTXPro,4/19/2017
Donware,Kami Bicknell,Won,GTXBasic,7/14/2017
Singletechno,Moses Frase,Won,GTXPlusPro,7/23/2017
Zoomit,Niesha Huffines,Won,MGRPFU,6/22/2017
,Darcel Schlecht,Lost,GTXPlusBasic,7/19/2017
Umbrella Corporation,Maureen Marcano,Won,GTXPlusBasic,10/8/2017
,Maureen Marcano,In_Progress,GTXBasic,3/28/2017
,Zane Levy,In_Progress,GTXBasic,11/29/2017
,Jonathan Berthelot,In_Progress,GTXBasic,9/16/2017
Cancity,Elease Gluck,Won,GTK500U,7/28/2017
,Versie Hillebrand,Lost,GTXPro,6/16/2017
Newex,Kary Hendrixson,Won,GTXBasic,10/6/2017
,Darcel Schlecht,In_Progress,GTXPlusPro,12/23/2017
Ganjaflex,Marty Freudenburg,Won,GTXPlusPro,9/25/2017
,Vicki Laflamme,In_Progress,GTXPro,6/14/2017
Domzoom,Darcel Schlecht,Won,GTXBasic,5/17/2017
,Hayden Neloms,In_Progress,GTXPlusBasic,3/19/2017
,Cassey Cress,In_Progress,GTXPro,8/5/2017
Hottechi,Maureen Marcano,Won,GTXPlusPro,9/4/2017
,Vicki Laflamme,In_Progress,GTXPro,9/7/2017
,Boris Faz,In_Progress,GTXPlusPro,11/4/2017
,Vicki Laflamme,In_Progress,GTXPro,3/24/2017
Umbrella Corporation,Vicki Laflamme,In_Progress,GTXPlusBasic,7/20/2017
Zotware,Maureen Marcano,Won,GTXPlusBasic,5/13/2017
Warephase,Donn Cantrell,Won,MGRPFU,9/12/2017
Cyberdyne Systems,Moses Frase,Won,GTXBasic,8/1/2017
,Rosalina Dieter,Lost,MGRPFS,10/2/2017
Kan-code,Reed Clapper,In_Progress,GTXBasic,12/14/2017
Xx-zobam,Darcel Schlecht,Lost,MGRPFS,7/2/2017
,James Ascencio,Lost,GTXPro,3/14/2017
Scottech,Cassey Cress,Won,GTXPro,9/16/2017
,Lajuana Vencill,In_Progress,MGRPFU,11/18/2017
Domzoom,Darcel Schlecht,Won,GTXBasic,8/14/2017
,Darcel Schlecht,In_Progress,MGRPFS,4/26/2017
Rangreen,Corliss Cosme,Won,GTXBasic,6/25/2017
,Anna Snelling,In_Progress,GTXPlusBasic,3/22/2017
Singletechno,Gladys Colclough,Won,GTXBasic,9/11/2017
Condax,Elease Gluck,Won,GTXBasic,10/1/2017
J-Texon,Corliss Cosme,Won,GTXPlusPro,10/7/2017
Newex,Vicki Laflamme,Won,GTXPro,5/4/2017
,Zane Levy,Lost,GTXPro,5/17/2017
,James Ascencio,Lost,MGRPFS,7/13/2017
Sonron,Kami Bicknell,In_Progress,MGRPFS,6/6/2017
Rantouch,Wilburn Farren,Won,GTXPlusBasic,5/20/2017
Hottechi,Zane Levy,In_Progress,GTXBasic,7/26/2017
Cyberdyne Systems,Darcel Schlecht,Won,GTXBasic,7/6/2017
Fasehatice,Boris Faz,Won,GTXPro,5/12/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,10/30/2017
Fasehatice,Donn Cantrell,Won,MGRPFU,7/29/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,9/14/2017
,Darcel Schlecht,Lost,GTXPlusBasic,5/16/2017
,Vicki Laflamme,In_Progress,MGRPFS,7/28/2017
Golddex,Cecily Lampkin,Won,GTXPlusPro,4/30/2017
,Corliss Cosme,In_Progress,GTXBasic,9/13/2017
,Niesha Huffines,In_Progress,MGRPFS,3/14/2017
Dalttechnology,Versie Hillebrand,In_Progress,GTXPlusBasic,12/6/2017
Rangreen,Boris Faz,Lost,GTXPlusBasic,3/2/2017
,Donn Cantrell,In_Progress,MGRPFU,6/3/2017
Soylent Corp,Versie Hillebrand,Won,MGRPFU,9/8/2017
,Zane Levy,Lost,MGRPFU,9/1/2017
Scottech,Garret Kinder,Won,GTXPro,7/31/2017
,Gladys Colclough,In_Progress,GTXPro,4/8/2017
Sonron,Elease Gluck,Won,MGRPFU,5/6/2017
Bioplex,Anna Snelling,Won,MGRPFU,7/5/2017
,Lajuana Vencill,Lost,GTXPro,7/15/2017
Stanredtax,Marty Freudenburg,Won,GTXPlusBasic,5/19/2017
Ganjaflex,Darcel Schlecht,Won,GTXPro,9/15/2017
,Zane Levy,In_Progress,MGRPFU,6/2/2017
Streethex,Daniell Hammack,In_Progress,GTXPro,7/6/2017
Scotfind,Darcel Schlecht,Won,GTXPro,11/13/2017
Zumgoity,Cassey Cress,Lost,GTXBasic,5/16/2017
Hooli,Donn Cantrell,Won,MGRPFU,1/29/2017
,Zane Levy,Lost,GTXPlusPro,3/12/2017
,Violet Mclelland,In_Progress,MGRPFS,7/7/2017
Zencorporation,Darcel Schlecht,Won,MGRPFS,3/23/2017
Toughzap,Zane Levy,Won,GTXPro,6/11/2017
,Garret Kinder,In_Progress,GTXPlusBasic,5/6/2017
Finjob,Lajuana Vencill,In_Progress,GTXPro,3/24/2017
Globex Corporation,Corliss Cosme,Won,GTXPlusBasic,10/31/2017
,Zane Levy,In_Progress,MGRPFS,12/7/2017
,Cassey Cress,In_Progress,GTXPlusBasic,4/1/2017
Bluth Company,Daniell Hammack,In_Progress,GTXPro,12/16/2017
Vehement Capital Partners,Donn Cantrell,In_Progress,GTXPlusPro,8/11/2017
,Niesha Huffines,In_Progress,GTXPro,12/21/2016
,Niesha Huffines,In_Progress,MGRPFS,11/20/2017
Vehement Capital Partners,Zane Levy,Won,GTXBasic,9/28/2017
Finjob,Gladys Colclough,Won,MGRPFS,8/9/2017
,Reed Clapper,In_Progress,GTXPro,12/25/2017
Dalttechnology,Rosie Papadopoulos,Won,GTXBasic,3/3/2017
Codehow,Wilburn Farren,Won,MGRPFU,10/8/2017
Vehement Capital Partners,Niesha Huffines,In_Progress,GTXPlusPro,11/6/2017
